year,county_5dcode,pop
1982,19157,19091
1982,19159,6102
1982,19161,13740
1982,19163,159620
1982,19165,14779
1982,19167,30534
1982,19169,72293
1982,19171,19202
1982,19173,8313
1982,19175,13745
1982,19177,8520
1982,19179,39387
1982,19181,34725
1982,19183,20064
1982,19185,7958
1982,19187,44911
1982,19189,12548
1982,19191,21818
1982,19193,100554
1982,19195,8949
1982,19197,15844
1982,20001,15639
1982,20003,8512
1982,20005,18213
1982,20007,6743
1982,20009,33032
1982,20011,15830
1982,20013,11558
1982,20015,47206
1982,20017,3188
1982,20019,4992
1982,20021,22174
1982,20023,3711
1982,20025,2659
1982,20027,9470
1982,20029,12124
1982,20031,9396
1982,20033,2501
1982,20035,37230
1982,20037,37788
1982,20039,4667
1982,20041,19752
1982,20043,8925
1982,20045,69947
1982,20047,4097
1982,20049,3711
1982,20051,27585
1982,20053,6537
1982,20055,27073
1982,20057,25548
1982,20059,21748
1982,20061,31098
1982,20063,3654
1982,20065,4172
1982,20067,6748
1982,20069,5198
1982,20071,1794
1982,20073,8797
1982,20075,2461
1982,20077,7648
1982,20079,31041
1982,20081,3815
1982,20083,2226
1982,20085,11423
1982,20087,15222
1982,20089,5069
1982,20091,279538
1982,20093,3821
1982,20095,8812
1982,20097,4095
1982,20099,25505
1982,20101,2487
1982,20103,57241
1982,20105,4065
1982,20107,8024
1982,20109,3451
1982,20111,36690
1982,20113,27213
1982,20115,13169
1982,20117,12723
1982,20119,4753
1982,20121,21787
1982,20123,7917
1982,20125,43288
1982,20127,6274
1982,20129,3508
1982,20131,10897
1982,20133,19396
1982,20135,4656
1982,20137,6538
1982,20139,15385
1982,20141,5695
1982,20143,5798
1982,20145,8131
1982,20147,7233
1982,20149,15260
1982,20151,10672
1982,20153,4093
1982,20155,64351
1982,20157,7187
1982,20159,11559
1982,20161,65464
1982,20163,7205
1982,20165,4426
1982,20167,9119
1982,20169,49236
1982,20171,5723
1982,20173,377354
1982,20175,18654
1982,20177,156186
1982,20179,3401
1982,20181,7473
1982,20183,5694
1982,20185,5833
1982,20187,2335
1982,20189,4671
1982,20191,25461
1982,20193,8585
1982,20195,4217
1982,20197,6651
1982,20199,1980
1982,20201,8153
1982,20203,2958
1982,20205,11720
1982,20207,4592
1982,20209,170995
1982,21001,15439
1982,21003,13917
1982,21005,12852
1982,21007,8488
1982,21009,34630
1982,21011,10089
1982,21013,34073
1982,21015,47767
1982,21017,19027
1982,21019,54539
1982,21021,24589
1982,21023,7603
1982,21025,16770
1982,21027,16604
1982,21029,43630
1982,21031,11000
1982,21033,13585
1982,21035,30222
1982,21037,83349
1982,21039,5444
1982,21041,9501
1982,21043,25239
1982,21045,15155
1982,21047,68285
1982,21049,28750
1982,21051,22997
1982,21053,9493
1982,21055,9130
1982,21057,7286
1982,21059,86826
1982,21061,10354
1982,21063,6848
1982,21065,14547
1982,21067,207986
1982,21069,12554
1982,21071,48741
1982,21073,42512
1982,21075,8849
1982,21077,4743
1982,21079,11202
1982,21081,13540
1982,21083,33743
1982,21085,21102
1982,21087,10817
1982,21089,38485
1982,21091,7975
1982,21093,86107
1982,21095,42459
1982,21097,15431
1982,21099,15591
1982,21101,41583
1982,21103,12865
1982,21105,5992
1982,21107,46770
1982,21109,12169
1982,21111,681905
1982,21113,26760
1982,21115,24864
1982,21117,137633
1982,21119,18295
1982,21121,30302
1982,21123,11796
1982,21125,40452
1982,21127,14392
1982,21129,7661
1982,21131,14979
1982,21133,30419
1982,21135,14571
1982,21137,19077
1982,21139,9314
1982,21141,24855
1982,21143,6440
1982,21145,61681
1982,21147,16021
1982,21149,9934
1982,21151,53606
1982,21153,13752
1982,21155,17551
1982,21157,25795
1982,21159,14236
1982,21161,17895
1982,21163,22893
1982,21165,5273
1982,21167,18859
1982,21169,9535
1982,21171,12262
1982,21173,20081
1982,21175,12138
1982,21177,32697
1982,21179,27977
1982,21181,7079
1982,21183,21425
1982,21185,28712
1982,21187,9025
1982,21189,5585
1982,21191,10833
1982,21193,33672
1982,21195,81127
1982,21197,11342
1982,21199,46790
1982,21201,2272
1982,21203,14035
1982,21205,19441
1982,21207,14455
1982,21209,21882
1982,21211,23703
1982,21213,14610
1982,21215,5809
1982,21217,20965
1982,21219,11503
1982,21221,9517
1982,21223,6233
1982,21225,17840
1982,21227,79601
1982,21229,10568
1982,21231,17316
1982,21233,14685
1982,21235,33544
1982,21237,6836
1982,21239,17877
1982,22001,58558
1982,22003,21711
1982,22005,53054
1982,22007,23541
1982,22009,42113
1982,22011,30845
1982,22013,16382
1982,22015,86022
1982,22017,258059
1982,22019,173971
1982,22021,10713
1982,22023,9897
1982,22025,12140
1982,22027,18184
1982,22029,23517
1982,22031,26359
1982,22033,382569
1982,22035,11343
1982,22037,19454
1982,22039,34148
1982,22041,24295
1982,22043,17208
1982,22045,68798
1982,22047,32837
1982,22049,17009
1982,22051,467255
1982,22053,32696
1982,22055,164025
1982,22057,87889
1982,22059,16809
1982,22061,40431
1982,22063,63663
1982,22065,15259
1982,22067,34451
1982,22069,39906
1982,22071,561588
1982,22073,141489
1982,22075,26754
1982,22077,24594
1982,22079,135667
1982,22081,10800
1982,22083,22344
1982,22085,25676
1982,22087,66424
1982,22089,39597
1982,22091,9857
1982,22093,21828
1982,22095,35808
1982,22097,87256
1982,22099,43343
1982,22101,66179
1982,22103,121683
1982,22105,84662
1982,22107,8194
1982,22109,100485
1982,22111,21345
1982,22113,50983
1982,22115,59659
1982,22117,44443
1982,22119,44108
1982,22121,19552
1982,22123,12874
1982,22125,12800
1982,22127,17522
1982,23001,98861
1982,23003,90171
1982,23005,220448
1982,23007,27886
1982,23009,42308
1982,23011,110343
1982,23013,33414
1982,23015,26088
1982,23017,49022
1982,23019,138023
1982,23021,17658
1982,23023,29489
1982,23025,45467
1982,23027,28706
1982,23029,34347
1982,23031,144467
1982,24001,79650
1982,24003,382450
1982,24005,658396
1982,24009,36222
1982,24011,23620
1982,24013,100025
1982,24015,62065
1982,24017,77898
1982,24019,30195
1982,24021,121091
1982,24023,26939
1982,24025,149553
1982,24027,127944
1982,24029,16670
1982,24031,600476
1982,24033,671814
1982,24035,26586
1982,24037,61704
1982,24039,18872
1982,24041,26559
1982,24043,112248
1982,24045,65417
1982,24047,30752
1982,24510,775800
1982,25001,154454
1982,25003,142172
1982,25005,477113
1982,25007,9559
1982,25009,642674
1982,25011,62980
1982,25013,440978
1982,25015,139730
1982,25017,1374294
1982,25019,5270
1982,25021,605633
1982,25023,409662
1982,25025,657936
1982,25027,648748
1982,26001,9801
1982,26003,9251
1982,26005,83222
1982,26007,32121
1982,26009,16667
1982,26011,14894
1982,26013,8474
1982,26015,46709
1982,26017,118806
1982,26019,11261
1982,26021,166840
1982,26023,39585
1982,26025,139888
1982,26027,48992
1982,26029,19917
1982,26031,20962
1982,26033,29746
1982,26035,23938
1982,26037,55792
1982,26039,9912
1982,26041,39827
1982,26043,25799
1982,26045,88394
1982,26047,23371
1982,26049,437115
1982,26051,20289
1982,26053,20013
1982,26055,56921
1982,26057,39819
1982,26059,41809
1982,26061,38133
1982,26063,36423
1982,26065,270725
1982,26067,52360
1982,26069,29309
1982,26071,13677
1982,26073,54033
1982,26075,150191
1982,26077,213433
1982,26079,11503
1982,26081,449258
1982,26083,2012
1982,26085,8117
1982,26087,69783
1982,26089,14645
1982,26091,89166
1982,26093,100692
1982,26095,6228
1982,26097,10307
1982,26099,684853
1982,26101,22517
1982,26103,73722
1982,26105,26505
1982,26107,36721
1982,26109,26292
1982,26111,74787
1982,26113,10509
1982,26115,132332
1982,26117,48771
1982,26119,7528
1982,26121,156117
1982,26123,35643
1982,26125,997169
1982,26127,21880
1982,26129,16853
1982,26131,10314
1982,26133,19511
1982,26135,7141
1982,26137,15435
1982,26139,161630
1982,26141,14049
1982,26143,17241
1982,26145,220922
1982,26147,138600
1982,26149,57493
1982,26151,40301
1982,26153,8625
1982,26155,70318
1982,26157,56166
1982,26159,67228
1982,26161,260238
1982,26163,2232006
1982,26165,25657
1982,27001,13247
1982,27003,203184
1982,27005,29119
1982,27007,32803
1982,27009,25983
1982,27011,7658
1982,27013,52756
1982,27015,28647
1982,27017,29796
1982,27019,38519
1982,27021,21041
1982,27023,14687
1982,27025,26494
1982,27027,49161
1982,27029,8709
1982,27031,4104
1982,27033,14483
1982,27035,41723
1982,27037,204813
1982,27039,15051
1982,27041,28131
1982,27043,19303
1982,27045,21800
1982,27047,35554
1982,27049,39179
1982,27051,7083
1982,27053,961433
1982,27055,18384
1982,27057,14198
1982,27059,23979
1982,27061,42888
1982,27063,13487
1982,27065,12442
1982,27067,37647
1982,27069,6669
1982,27071,17224
1982,27073,10370
1982,27075,12475
1982,27077,3722
1982,27079,23371
1982,27081,7996
1982,27083,25442
1982,27085,30024
1982,27087,5475
1982,27089,12582
1982,27091,24917
1982,27093,20840
1982,27095,18569
1982,27097,29221
1982,27099,39376
1982,27101,11209
1982,27103,27203
1982,27105,21542
1982,27107,9039
1982,27109,94226
1982,27111,51684
1982,27113,14541
1982,27115,20203
1982,27117,11509
1982,27119,34311
1982,27121,11411
1982,27123,467809
1982,27125,5349
1982,27127,19224
1982,27129,19897
1982,27131,47014
1982,27133,10510
1982,27135,12318
1982,27137,217591
1982,27139,45803
1982,27141,31879
1982,27143,15330
1982,27145,110133
1982,27147,30264
1982,27149,11231
1982,27151,12554
1982,27153,25028
1982,27155,5422
1982,27157,19347
1982,27159,13992
1982,27161,18520
1982,27163,118854
1982,27165,12363
1982,27167,8228
1982,27169,46687
1982,27171,60143
1982,27173,13342
1982,28001,39175
1982,28003,32666
1982,28005,13386
1982,28007,19297
1982,28009,8118
1982,28011,45209
1982,28013,15452
1982,28015,9397
1982,28017,17669
1982,28019,8772
1982,28021,12400
1982,28023,17066
1982,28025,21578
1982,28027,35820
1982,28029,26323
1982,28031,16193
1982,28033,54530
1982,28035,68098
1982,28037,8387
1982,28039,15828
1982,28041,9450
1982,28043,20912
1982,28045,26351
1982,28047,163368
1982,28049,254581
1982,28051,22867
1982,28053,13707
1982,28055,2408
1982,28057,20213
1982,28059,121257
1982,28061,17674
1982,28063,9213
1982,28065,14176
1982,28067,64877
1982,28069,10221
1982,28071,31250
1982,28073,26031
1982,28075,78070
1982,28077,12678
1982,28079,18715
1982,28081,57588
1982,28083,42006
1982,28085,31023
1982,28087,59430
1982,28089,42829
1982,28091,26767
1982,28093,29814
1982,28095,37172
1982,28097,13268
1982,28099,23721
1982,28101,19923
1982,28103,13066
1982,28105,37018
1982,28107,28312
1982,28109,35510
1982,28111,10013
1982,28113,36984
1982,28115,20874
1982,28117,23939
1982,28119,12167
1982,28121,72719
1982,28123,24302
1982,28125,8048
1982,28127,24128
1982,28129,14832
1982,28131,10241
1982,28133,35413
1982,28135,16184
1982,28137,20303
1982,28139,18367
1982,28141,18891
1982,28143,9435
1982,28145,21611
1982,28147,13599
1982,28149,51619
1982,28151,72632
1982,28153,19412
1982,28155,10428
1982,28157,10148
1982,28159,19115
1982,28161,12957
1982,28163,27619
1982,29001,25363
1982,29003,14273
1982,29005,8794
1982,29007,25950
1982,29009,24831
1982,29011,11188
1982,29013,15359
1982,29015,12133
1982,29017,10191
1982,29019,103023
1982,29021,86288
1982,29023,37579
1982,29025,8495
1982,29027,32153
1982,29029,20978
1982,29031,59329
1982,29033,11759
1982,29035,5601
1982,29037,52702
1982,29039,12063
1982,29041,10394
1982,29043,22790
1982,29045,8327
1982,29047,137084
1982,29049,16056
1982,29051,58775
1982,29053,14402
1982,29055,18255
1982,29057,7437
1982,29059,11933
1982,29061,8714
1982,29063,8365
1982,29065,14604
1982,29067,11774
1982,29069,35893
1982,29071,71871
1982,29073,13345
1982,29075,7955
1982,29077,187461
1982,29079,11755
1982,29081,9941
1982,29083,19466
1982,29085,6411
1982,29087,6724
1982,29089,10031
1982,29091,29068
1982,29093,11001
1982,29095,628059
1982,29097,88221
1982,29099,149112
1982,29101,38814
1982,29103,5439
1982,29105,24568
1982,29107,29863
1982,29109,28663
1982,29111,11214
1982,29113,22578
1982,29115,15573
1982,29117,15594
1982,29119,15152
1982,29121,16516
1982,29123,10734
1982,29125,7653
1982,29127,28921
1982,29129,4746
1982,29131,19011
1982,29133,15762
1982,29135,12273
1982,29137,9690
1982,29139,11432
1982,29141,14110
1982,29143,22791
1982,29145,41008
1982,29147,22559
1982,29149,9969
1982,29151,12014
1982,29153,8047
1982,29155,24387
1982,29157,16739
1982,29159,35663
1982,29161,34676
1982,29163,17179
1982,29165,47916
1982,29167,19388
1982,29169,42856
1982,29171,6007
1982,29173,8886
1982,29175,25436
1982,29177,21450
1982,29179,7172
1982,29181,12274
1982,29183,152900
1982,29185,8613
1982,29186,15069
1982,29187,42461
1982,29189,978449
1982,29195,24874
1982,29197,4888
1982,29199,5421
1982,29201,39612
1982,29203,7950
1982,29205,7794
1982,29207,28509
1982,29209,15859
1982,29211,7226
1982,29213,21412
1982,29215,21077
1982,29217,19505
1982,29219,15583
1982,29221,18137
1982,29223,11349
1982,29225,20739
1982,29227,3022
1982,29229,16347
1982,29510,434676
1982,30001,8676
1982,30003,10959
1982,30005,6959
1982,30007,3298
1982,30009,8342
1982,30011,1738
1982,30013,79788
1982,30015,6137
1982,30017,13082
1982,30019,2773
1982,30021,12413
1982,30023,11386
1982,30025,3774
1982,30027,13025
1982,30029,52666
1982,30031,45435
1982,30033,1656
1982,30035,10817
1982,30037,1064
1982,30039,2649
1982,30041,18442
1982,30043,7356
1982,30045,2640
1982,30047,19508
1982,30049,44764
1982,30051,2408
1982,30053,17961
1982,30055,2816
1982,30057,5819
1982,30059,2202
1982,30061,3503
1982,30063,75242
1982,30065,4707
1982,30067,13566
1982,30069,638
1982,30071,5423
1982,30073,6863
1982,30075,2485
1982,30077,6800
1982,30079,1859
1982,30081,23668
1982,30083,14210
1982,30085,10933
1982,30087,12182
1982,30089,9034
1982,30091,5893
1982,30093,37341
1982,30095,5813
1982,30097,3305
1982,30099,6701
1982,30101,5589
1982,30103,1045
1982,30105,9696
1982,30107,2292
1982,30109,1554
1982,30111,113071
1982,31001,31204
1982,31003,8632
1982,31005,513
1982,31007,928
1982,31009,811
1982,31011,7288
1982,31013,13980
1982,31015,3227
1982,31017,4409
1982,31019,36289
1982,31021,8546
1982,31023,9297
1982,31025,20552
1982,31027,11075
1982,31029,4837
1982,31031,6762
1982,31033,9925
1982,31035,7952
1982,31037,9818
1982,31039,11495
1982,31041,13854
1982,31043,16914
1982,31045,9526
1982,31047,22138
1982,31049,2386
1982,31051,7020
1982,31053,35820
1982,31055,399778
1982,31057,2866
1982,31059,7820
1982,31061,4376
1982,31063,3612
1982,31065,6441
1982,31067,24171
1982,31069,2755
1982,31071,2326
1982,31073,2154
1982,31075,854
1982,31077,3372
1982,31079,49346
1982,31081,9360
1982,31083,4271
1982,31085,1307
1982,31087,4126
1982,31089,13701
1982,31091,982
1982,31093,6664
1982,31095,9591
1982,31097,5137
1982,31099,7107
1982,31101,9311
1982,31103,1218
1982,31105,5121
1982,31107,11196
1982,31109,197467
1982,31111,34848
1982,31113,970
1982,31115,812
1982,31117,605
1982,31119,31353
1982,31121,8946
1982,31123,6038
1982,31125,4639
1982,31127,8263
1982,31129,6646
1982,31131,15009
1982,31133,3767
1982,31135,3639
1982,31137,10120
1982,31139,8413
1982,31141,29129
1982,31143,6131
1982,31145,12762
1982,31147,11212
1982,31149,2437
1982,31151,13331
1982,31153,90725
1982,31155,18554
1982,31157,38473
1982,31159,15372
1982,31161,7637
1982,31163,4117
1982,31165,1879
1982,31167,6489
1982,31169,7590
1982,31171,961
1982,31173,7187
1982,31175,5687
1982,31177,15769
1982,31179,9754
1982,31181,4808
1982,31183,1094
1982,31185,14953
1982,32001,14177
1982,32003,513706
1982,32005,20348
1982,32007,19686
1982,32009,1213
1982,32011,1354
1982,32013,11222
1982,32015,4870
1982,32017,3750
1982,32019,14902
1982,32021,6130
1982,32023,13090
1982,32027,3682
1982,32029,1785
1982,32031,208590
1982,32033,8724
1982,32510,34321
1982,33001,43621
1982,33003,28353
1982,33005,63057
1982,33007,34394
1982,33009,66813
1982,33011,287331
1982,33013,100089
1982,33015,197570
1982,33017,89421
1982,33019,37067
1982,34001,196541
1982,34003,844416
1982,34005,370612
1982,34007,479037
1982,34009,85105
1982,34011,133499
1982,34013,831090
1982,34015,204856
1982,34017,564820
1982,34019,89974
1982,34021,307879
1982,34023,606424
1982,34025,510221
1982,34027,412308
1982,34029,361063
1982,34031,452680
1982,34033,64894
1982,34035,206895
1982,34037,119035
1982,34039,504392
1982,34041,85290
1982,35001,433476
1982,35003,2668
1982,35005,53643
1982,35006,28209
1982,35007,14155
1982,35009,41977
1982,35011,2425
1982,35013,103450
1982,35015,52235
1982,35017,27968
1982,35019,4288
1982,35021,1017
1982,35023,6335
1982,35025,64234
1982,35027,11667
1982,35028,17796
1982,35029,16188
1982,35031,56883
1982,35033,4253
1982,35035,46042
1982,35037,10643
1982,35039,30077
1982,35041,16061
1982,35043,37419
1982,35045,88828
1982,35047,23187
1982,35049,80119
1982,35051,8944
1982,35053,13508
1982,35055,20655
1982,35057,7882
1982,35059,5221
1982,35061,32401
1982,36001,287158
1982,36003,51644
1982,36005,1164328
1982,36007,213907
1982,36009,85878
1982,36011,80022
1982,36013,146337
1982,36015,96030
1982,36017,49739
1982,36019,81204
1982,36021,60343
1982,36023,48446
1982,36025,46493
1982,36027,246680
1982,36029,1000858
1982,36031,36492
1982,36033,44038
1982,36035,54991
1982,36037,59740
1982,36039,40991
1982,36041,4983
1982,36043,66436
1982,36045,87302
1982,36047,2251780
1982,36049,24746
1982,36051,57828
1982,36053,65265
1982,36055,710134
1982,36057,53066
1982,36059,1314836
1982,36061,1422330
1982,36063,222715
1982,36065,253354
1982,36067,461694
1982,36069,90009
1982,36071,267076
1982,36073,38774
1982,36075,113485
1982,36077,58872
1982,36079,78445
1982,36081,1911595
1982,36083,151805
1982,36085,359063
1982,36087,260233
1982,36089,112662
1982,36091,155575
1982,36093,149418
1982,36095,29730
1982,36097,17867
1982,36099,33266
1982,36101,98119
1982,36103,1288817
1982,36105,63694
1982,36107,50107
1982,36109,88457
1982,36111,157776
1982,36113,55036
1982,36115,54739
1982,36117,85837
1982,36119,865693
1982,36121,40435
1982,36123,21399
1982,37001,101000
1982,37003,25577
1982,37005,9757
1982,37007,25317
1982,37009,22496
1982,37011,14575
1982,37013,41616
1982,37015,21043
1982,37017,30148
1982,37019,38704
1982,37021,163687
1982,37023,73587
1982,37025,89150
1982,37027,68053
1982,37029,5674
1982,37031,43763
1982,37033,21417
1982,37035,107754
1982,37037,34424
1982,37039,19305
1982,37041,12581
1982,37043,6879
1982,37045,83148
1982,37047,50868
1982,37049,73778
1982,37051,251394
1982,37053,11534
1982,37055,14596
1982,37057,116025
1982,37059,25316
1982,37061,40636
1982,37063,156306
1982,37065,56739
1982,37067,249159
1982,37069,30767
1982,37071,166367
1982,37073,8937
1982,37075,7191
1982,37077,34792
1982,37079,15854
1982,37081,322600
1982,37083,55143
1982,37085,61179
1982,37087,46894
1982,37089,61579
1982,37091,23269
1982,37093,21081
1982,37095,5879
1982,37097,84491
1982,37099,26399
1982,37101,72057
1982,37103,9711
1982,37105,37403
1982,37107,59430
1982,37109,43360
1982,37111,35838
1982,37113,21676
1982,37115,16919
1982,37117,26089
1982,37119,422429
1982,37121,14319
1982,37123,22495
1982,37125,51395
1982,37127,68785
1982,37129,107495
1982,37131,21942
1982,37133,118886
1982,37135,78647
1982,37137,10637
1982,37139,28780
1982,37141,22905
1982,37143,9418
1982,37145,29356
1982,37147,93402
1982,37149,13798
1982,37151,93624
1982,37153,44470
1982,37155,103120
1982,37157,84430
1982,37159,101320
1982,37161,55278
1982,37163,49178
1982,37165,32840
1982,37167,48759
1982,37169,34256
1982,37171,59898
1982,37173,10632
1982,37175,24092
1982,37177,4058
1982,37179,73308
1982,37181,37209
1982,37183,316969
1982,37185,16291
1982,37187,14477
1982,37189,33550
1982,37191,98609
1982,37193,59191
1982,37195,63815
1982,37197,29071
1982,37199,15121
1982,38001,3472
1982,38003,13694
1982,38005,7746
1982,38007,1214
1982,38009,9343
1982,38011,4272
1982,38013,3785
1982,38015,56489
1982,38017,91063
1982,38019,7196
1982,38021,7039
1982,38023,3403
1982,38025,4922
1982,38027,3486
1982,38029,5691
1982,38031,4587
1982,38033,2632
1982,38035,67536
1982,38037,4201
1982,38039,3672
1982,38041,4073
1982,38043,3687
1982,38045,6218
1982,38047,3337
1982,38049,7583
1982,38051,4560
1982,38053,8711
1982,38055,12248
1982,38057,10165
1982,38059,25586
1982,38061,7880
1982,38063,4994
1982,38065,2504
1982,38067,10201
1982,38069,6067
1982,38071,12966
1982,38073,6488
1982,38075,3582
1982,38077,19366
1982,38079,12354
1982,38081,5327
1982,38083,2592
1982,38085,3648
1982,38087,1128
1982,38089,28106
1982,38091,2910
1982,38093,24013
1982,38095,4035
1982,38097,9445
1982,38099,15376
1982,38101,59931
1982,38103,6839
1982,38105,27597
1982,39001,24461
1982,39003,109826
1982,39005,46429
1982,39007,102949
1982,39009,57433
1982,39011,42901
1982,39013,81406
1982,39015,32150
1982,39017,262018
1982,39019,25701
1982,39021,33779
1982,39023,147825
1982,39025,132716
1982,39027,34210
1982,39029,112461
1982,39031,36144
1982,39033,49231
1982,39035,1474686
1982,39037,53416
1982,39039,39264
1982,39041,55721
1982,39043,78098
1982,39045,95772
1982,39047,27237
1982,39049,880298
1982,39051,37510
1982,39053,29974
1982,39055,74938
1982,39057,130104
1982,39059,41703
1982,39061,871032
1982,39063,64887
1982,39065,32042
1982,39067,17671
1982,39069,28159
1982,39071,33601
1982,39073,24119
1982,39075,30273
1982,39077,54355
1982,39079,30480
1982,39081,89546
1982,39083,46706
1982,39085,214284
1982,39087,63307
1982,39089,123337
1982,39091,39304
1982,39093,271801
1982,39095,468648
1982,39097,33877
1982,39099,283185
1982,39101,67154
1982,39103,114975
1982,39105,23661
1982,39107,38367
1982,39109,90267
1982,39111,16837
1982,39113,565803
1982,39115,14136
1982,39117,26606
1982,39119,83732
1982,39121,11170
1982,39123,39720
1982,39125,20904
1982,39127,31371
1982,39129,42972
1982,39131,23737
1982,39133,138087
1982,39135,37883
1982,39137,32961
1982,39139,129141
1982,39141,65648
1982,39143,62183
1982,39145,84297
1982,39147,61091
1982,39149,43275
1982,39151,375921
1982,39153,518035
1982,39155,239152
1982,39157,84819
1982,39159,29915
1982,39161,30218
1982,39163,11298
1982,39165,100584
1982,39167,64528
1982,39169,98039
1982,39171,36202
1982,39173,108830
1982,39175,22624
1982,40001,18437
1982,40003,7378
1982,40005,12812
1982,40007,7130
1982,40009,25027
1982,40011,14962
1982,40013,30525
1982,40015,33476
1982,40017,64243
1982,40019,46058
1982,40021,30861
1982,40023,16658
1982,40025,3649
1982,40027,148478
1982,40029,5975
1982,40031,119425
1982,40033,7004
1982,40035,15080
1982,40037,63235
1982,40039,31082
1982,40041,25340
1982,40043,6502
1982,40045,6410
1982,40047,67598
1982,40049,29891
1982,40051,43837
1982,40053,6669
1982,40055,7481
1982,40057,4555
1982,40059,5044
1982,40061,11155
1982,40063,14523
1982,40065,30288
1982,40067,8414
1982,40069,10442
1982,40071,52239
1982,40073,16198
1982,40075,13004
1982,40077,9837
1982,40079,40555
1982,40081,28258
1982,40083,28677
1982,40085,7865
1982,40087,21854
1982,40089,35176
1982,40091,16310
1982,40093,9725
1982,40095,10972
1982,40097,33313
1982,40099,13034
1982,40101,68167
1982,40103,11821
1982,40105,11973
1982,40107,11733
1982,40109,601963
1982,40111,39879
1982,40113,41965
1982,40115,32861
1982,40117,15956
1982,40119,65106
1982,40121,40555
1982,40123,33889
1982,40125,59024
1982,40127,11665
1982,40129,6002
1982,40131,51242
1982,40133,28465
1982,40135,30996
1982,40137,46672
1982,40139,17989
1982,40141,12061
1982,40143,497599
1982,40145,44936
1982,40147,52984
1982,40149,17855
1982,40151,11001
1982,40153,25083
1982,41001,16376
1982,41003,69463
1982,41005,247803
1982,41007,32545
1982,41009,36170
1982,41011,61774
1982,41013,12947
1982,41015,17411
1982,41017,63031
1982,41019,91741
1982,41021,2002
1982,41023,7977
1982,41025,7468
1982,41027,16082
1982,41029,133843
1982,41031,12304
1982,41033,58147
1982,41035,59038
1982,41037,7782
1982,41039,272348
1982,41041,36365
1982,41043,89746
1982,41045,27641
1982,41047,209186
1982,41049,7516
1982,41051,565190
1982,41053,45665
1982,41055,2156
1982,41057,21653
1982,41059,60233
1982,41061,24540
1982,41063,7412
1982,41065,22769
1982,41067,259723
1982,41069,1472
1982,41071,57411
1982,42001,70424
1982,42003,1429726
1982,42005,77299
1982,42007,201311
1982,42009,47381
1982,42011,314596
1982,42013,135598
1982,42015,63091
1982,42017,492854
1982,42019,148899
1982,42021,178601
1982,42023,6736
1982,42025,53911
1982,42027,114714
1982,42029,325774
1982,42031,43301
1982,42033,82433
1982,42035,38452
1982,42037,62233
1982,42039,90069
1982,42041,181378
1982,42043,233028
1982,42045,549433
1982,42047,37698
1982,42049,281314
1982,42051,156593
1982,42053,4993
1982,42055,114698
1982,42057,12879
1982,42059,40761
1982,42061,42810
1982,42063,92515
1982,42065,48251
1982,42067,19401
1982,42069,225413
1982,42071,370999
1982,42073,105247
1982,42075,110575
1982,42077,274582
1982,42079,339058
1982,42081,117356
1982,42083,50385
1982,42085,127177
1982,42087,46450
1982,42089,71690
1982,42091,647182
1982,42093,16986
1982,42095,227008
1982,42097,100047
1982,42099,36546
1982,42101,1658843
1982,42103,19018
1982,42105,17556
1982,42107,158195
1982,42109,34420
1982,42111,81103
1982,42113,6241
1982,42115,37788
1982,42117,41156
1982,42119,33413
1982,42121,64923
1982,42123,48068
1982,42125,216309
1982,42127,35511
1982,42129,390189
1982,42131,26650
1982,42133,315975
1982,44001,46487
1982,44003,153911
1982,44005,83288
1982,44007,575026
1982,44009,95466
1982,45001,22962
1982,45003,108222
1982,45005,10641
1982,45007,136853
1982,45009,17965
1982,45011,19729
1982,45013,71141
1982,45015,103025
1982,45017,11849
1982,45019,285836
1982,45021,41366
1982,45023,31119
1982,45025,38233
1982,45027,27836
1982,45029,32128
1982,45031,62995
1982,45033,31064
1982,45035,64442
1982,45037,17747
1982,45039,20672
1982,45041,111404
1982,45043,43050
1982,45045,295621
1982,45047,57569
1982,45049,18420
1982,45051,109268
1982,45053,14388
1982,45055,39847
1982,45057,54091
1982,45059,53392
1982,45061,18523
1982,45063,145415
1982,45065,7414
1982,45067,34286
1982,45069,31816
1982,45071,32070
1982,45073,50422
1982,45075,82907
1982,45077,82919
1982,45079,273617
1982,45081,16214
1982,45083,207455
1982,45085,91848
1982,45087,30969
1982,45089,37739
1982,45091,111125
1982,46003,3553
1982,46005,19088
1982,46007,3087
1982,46009,7824
1982,46011,24954
1982,46013,37046
1982,46015,5405
1982,46017,1684
1982,46019,8231
1982,46021,2191
1982,46023,9666
1982,46025,4793
1982,46027,13786
1982,46029,21479
1982,46031,5115
1982,46033,6127
1982,46035,17716
1982,46037,7939
1982,46039,5209
1982,46041,5331
1982,46043,4044
1982,46045,4917
1982,46047,8019
1982,46049,3284
1982,46051,9091
1982,46053,5884
1982,46055,2832
1982,46057,5184
1982,46059,4757
1982,46061,3317
1982,46063,1669
1982,46065,14312
1982,46067,9217
1982,46069,1946
1982,46071,3182
1982,46073,2841
1982,46075,1418
1982,46077,6659
1982,46079,10870
1982,46081,18757
1982,46083,13949
1982,46085,3780
1982,46087,6272
1982,46089,3876
1982,46091,5296
1982,46093,20480
1982,46095,2237
1982,46097,3623
1982,46099,111434
1982,46101,6693
1982,46103,72266
1982,46105,4471
1982,46107,3713
1982,46109,10807
1982,46111,3145
1982,46113,10805
1982,46115,9025
1982,46117,2346
1982,46119,1922
